"","i1","i2","i3","i4","value"
"2529","CY000000","BULL","FROO","Y",1.14855571099102
"2530","CY000000","BULL","FCOM","Y",4.7795877219126
"2531","CY000000","BULL","FSTR","Y",0.666919217010849
"2532","CY000000","BULL","FCER","Y",545.190140057358
"2533","CY000000","BULL","FPRO","Y",224.303187954211
"25341","CY000000","BULL","FENE","Y",0.638721229500609
"25351","CY000000","BULL","FOTH","Y",2.90851394219564
"26301","CY000000","BULH","FGRA","Y",66.2745000587926
"26311","CY000000","BULH","FMAI","Y",5.20728214747797
"2632","CY000000","BULH","FOFA","Y",4.06138997574251
"2633","CY000000","BULH","FROO","Y",1.32549000117856
"2634","CY000000","BULH","FCOM","Y",12.1503250107802
"26351","CY000000","BULH","FSTR","Y",1.69539418755183
"26361","CY000000","BULH","FCER","Y",1769.0588412839
"26371","CY000000","BULH","FPRO","Y",361.984403308648
"26381","CY000000","BULH","FENE","Y",1.62371128667465
"26391","CY000000","BULH","FMIL","Y",0.0152007493856087
"26401","CY000000","BULH","FOTH","Y",7.39381548204444
"27351","CY000000","HEIL","FGRA","Y",60.1442750304528
"27362","CY000000","HEIL","FMAI","Y",4.72562160952113
"27372","CY000000","HEIL","FOFA","Y",3.68572158961156
"27382","CY000000","HEIL","FROO","Y",6.14353816276835
"27392","CY000000","HEIL","FCOM","Y",11.0264504222478
"27402","CY000000","HEIL","FSTR","Y",1.53857447752107
"27412","CY000000","HEIL","FCER","Y",905.957529740203
"27422","CY000000","HEIL","FPRO","Y",529.121150401517
"27432","CY000000","HEIL","FENE","Y",1.47352206518523
"27441","CY000000","HEIL","FMIL","Y",0.0137947181933611
"27451","CY000000","HEIL","FOTH","Y",6.70990609483115
"28402","CY000000","HEIH","FGRA","Y",128.519824331971
"28412","CY000000","HEIH","FMAI","Y",10.0979861975157
"28422","CY000000","HEIH","FOFA","Y",7.87586667215999
"28432","CY000000","HEIH","FROO","Y",10.3271710603315
"28442","CY000000","HEIH","FCOM","Y",23.5619677941738
"28452","CY000000","HEIH","FSTR","Y",3.28771643639336
"28462","CY000000","HEIH","FCER","Y",2487.51754628266
"28471","CY000000","HEIH","FPRO","Y",796.989566147728
"2848","CY000000","HEIH","FENE","Y",3.14870861559304
"2849","CY000000","HEIH","FMIL","Y",0.0294773651860013
"2850","CY000000","HEIH","FOTH","Y",14.3381219934144
"29453","CY000000","SCOW","FGRA","Y",9233.09301110246
"29462","CY000000","SCOW","FMAI","Y",8.29567460379765
"29471","CY000000","SCOW","FOFA","Y",2847.8987239258
"29481","CY000000","SCOW","FROO","Y",21.4099035228417
"29491","CY000000","SCOW","FSTR","Y",27.0091731286668
"2950","CY000000","SCOW","FCER","Y",561.045455083837
"2951","CY000000","SCOW","FPRO","Y",273.900188418962
"2952","CY000000","SCOW","FENE","Y",2.58671992477071
"2953","CY000000","SCOW","FMIL","Y",0.0242161778573584
"2954","CY000000","SCOW","FOTH","Y",11.7790212979635
"3057","CY000000","HEIR","FGRA","Y",146.768794574443
"3058","CY000000","HEIR","FMAI","Y",11.531833859419
"3059","CY000000","HEIR","FOFA","Y",8.99418796835317
"3060","CY000000","HEIR","FROO","Y",2.93537589148949
"3061","CY000000","HEIR","FCOM","Y",178.286549386265
"3062","CY000000","HEIR","FSTR","Y",3.75455055888168
"3063","CY000000","HEIR","FCER","Y",1960.55364720166
"3064","CY000000","HEIR","FPRO","Y",854.318091678142
"3065","CY000000","HEIR","FENE","Y",3.59580454127697
"3066","CY000000","HEIR","FMIL","Y",0.0336629572757823
"3067","CY000000","HEIR","FOTH","Y",16.3740410662161
"31621","CY000000","CAMF","FGRA","Y",34.0866267187146
"31631","CY000000","CAMF","FMAI","Y",2.67823495646993
"31641","CY000000","CAMF","FOFA","Y",2.08887406075366
"31651","CY000000","CAMF","FROO","Y",0.681732534375035
"3166","CY000000","CAMF","FCOM","Y",6.24921489843217
"3167","CY000000","CAMF","FSTR","Y",0.871983474201599
"31681","CY000000","CAMF","FCER","Y",632.542405228833
"31691","CY000000","CAMF","FPRO","Y",398.386006367645
"31701","CY000000","CAMF","FENE","Y",0.835115172181477
"31711","CY000000","CAMF","FOTH","Y",3.80282353152283
"32701","CY000000","CAFF","FGRA","Y",34.1423219051063
"32711","CY000000","CAFF","FMAI","Y",2.68261100685318
"32721","CY000000","CAFF","FOFA","Y",2.09228713626613
"32731","CY000000","CAFF","FROO","Y",6.57738415045153
"32741","CY000000","CAFF","FCOM","Y",29.9657712302376
"32752","CY000000","CAFF","FSTR","Y",0.873408234776557
"32762","CY000000","CAFF","FCER","Y",702.047173470072
"32772","CY000000","CAFF","FPRO","Y",374.721045443238
"32783","CY000000","CAFF","FENE","Y",0.836479692512017
"32792","CY000000","CAFF","FOTH","Y",3.809037081696
"33783","CY000000","CAMR","FGRA","Y",37.9587424029179
"33792","CY000000","CAMR","FMAI","Y",2.98247261737188
"33802","CY000000","CAMR","FOFA","Y",2.32616248709701
"33812","CY000000","CAMR","FROO","Y",0.759174848058747
"33822","CY000000","CAMR","FCOM","Y",6.95910277386715
"33831","CY000000","CAMR","FSTR","Y",0.971037596350489
"33842","CY000000","CAMR","FCER","Y",833.184966118211
"33852","CY000000","CAMR","FPRO","Y",352.801561046977
"33861","CY000000","CAMR","FENE","Y",0.929981190546974
"33872","CY000000","CAMR","FOTH","Y",4.23481032687806
"34842","CY000000","CAFR","FGRA","Y",39.574588521973
"34852","CY000000","CAFR","FMAI","Y",3.10943195529806
"34862","CY000000","CAFR","FOFA","Y",2.42518369772715
"34872","CY000000","CAFR","FROO","Y",0.791491770438923
"34882","CY000000","CAFR","FCOM","Y",7.25534122902782
"34892","CY000000","CAFR","FSTR","Y",1.01237319474751
"34901","CY000000","CAFR","FCER","Y",840.364251544043
"34912","CY000000","CAFR","FPRO","Y",339.656079604066
"34923","CY000000","CAFR","FENE","Y",0.969569079987478
"34932","CY000000","CAFR","FOTH","Y",4.4150797825676
"3590","CY000000","PIGF","FMAI","Y",0.555171428571221
"3591","CY000000","PIGF","FCER","Y",240.657313140161
"3592","CY000000","PIGF","FPRO","Y",88.5629924622502
"35931","CY000000","PIGF","FENE","Y",0.181766609439409
"35941","CY000000","PIGF","FOTH","Y",0.788287438150362
"3691","CY000000","SOWS","FMAI","Y",223.247096259404
"3692","CY000000","SOWS","FCER","Y",894.792898456386
"3693","CY000000","SOWS","FPRO","Y",475.859024043428
"3694","CY000000","SOWS","FENE","Y",0.890732963124378
"3695","CY000000","SOWS","FOTH","Y",3.8629405463575
"37921","CY000000","SHGM","FGRA","Y",20.7789182148499
"3793","CY000000","SHGM","FMAI","Y",1.63262928830972
"3794","CY000000","SHGM","FOFA","Y",1.27335989060286
"3795","CY000000","SHGM","FROO","Y",0.415578364296924
"3796","CY000000","SHGM","FSGM","Y",0.253964555959271
"3797","CY000000","SHGM","FSTR","Y",0.531553721775106
"3798","CY000000","SHGM","FCER","Y",266.725981662924
"37991","CY000000","SHGM","FPRO","Y",84.0982845009355
"38001","CY000000","SHGM","FENE","Y",0.509079117917276
"38012","CY000000","SHGM","FOTH","Y",2.31816893467032
"39021","CY000000","SHGF","FGRA","Y",24.9919984802906
"39031","CY000000","SHGF","FMAI","Y",0.445223519319414
"39041","CY000000","SHGF","FOFA","Y",0.347249541530903
"39052","CY000000","SHGF","FROO","Y",9.42757634041131
"39062","CY000000","SHGF","FSGM","Y",1.95253047010726
"39072","CY000000","SHGF","FSTR","Y",0.144956494661953
"39082","CY000000","SHGF","FCER","Y",73.7084958143602
"39092","CY000000","SHGF","FPRO","Y",55.516676727058
"39103","CY000000","SHGF","FENE","Y",1.93510124487467
"39113","CY000000","SHGF","FOTH","Y",0.63217249553298
"40101","CY000000","HENS","FCER","Y",35773.4712239357
"40111","CY000000","HENS","FPRO","Y",8281.05935689499
"40121","CY000000","HENS","FENE","Y",29.7090252067372
"40132","CY000000","HENS","FMIL","Y",0.278127922349557
"40143","CY000000","HENS","FOTH","Y",135.284549865957
"4110","CY000000","POUF","FCER","Y",5648.23174115174
"4111","CY000000","POUF","FPRO","Y",2351.09566176343
"4112","CY000000","POUF","FENE","Y",3.58561957909959
"4113","CY000000","POUF","FMIL","Y",1.6298202790963
"4114","CY000000","POUF","FOTH","Y",353.483293414491
"42911","CY000000","DCOW","FGRA","Y",166.350440109967
"42922","CY000000","DCOW","FMAI","Y",13.0703917229278
"42931","CY000000","DCOW","FOFA","Y",6364.02825675141
"42941","CY000000","DCOW","FROO","Y",3.32700880219811
"42951","CY000000","DCOW","FSTR","Y",221.872738658657
"42961","CY000000","DCOW","FCER","Y",3201.82347041298
"42972","CY000000","DCOW","FPRO","Y",1101.8874106911
"42982","CY000000","DCOW","FENE","Y",4.07555073082752
"42992","CY000000","DCOW","FMIL","Y",0.0381542123751038
"43002","CY000000","DCOW","FOTH","Y",18.5586380650024
"43891","CY000000","BULF","FGRA","Y",99.4341873259822
"43901","CY000000","BULF","FMAI","Y",7.81268614704615
"43911","CY000000","BULF","FOFA","Y",6.09345994754654
"43921","CY000000","BULF","FROO","Y",2.6639751146314
"43932","CY000000","BULF","FCOM","Y",18.2296010097664
"43942","CY000000","BULF","FSTR","Y",2.54366525717767
"43952","CY000000","BULF","FCER","Y",2491.91098815543
"43962","CY000000","BULF","FPRO","Y",631.29615813436
"43972","CY000000","BULF","FENE","Y",2.43611663760993
"43982","CY000000","BULF","FMIL","Y",0.0163676919500001
"43991","CY000000","BULF","FOTH","Y",11.0932263999451
"4482","CY000000","HEIF","FGRA","Y",130.739232769285
"4483","CY000000","HEIF","FMAI","Y",10.2723682890078
"44841","CY000000","HEIF","FOFA","Y",8.01187498865216
"44851","CY000000","HEIF","FROO","Y",11.413766022636
"44861","CY000000","HEIF","FCOM","Y",23.9688593410199
"44871","CY000000","HEIF","FSTR","Y",3.34449200106917
"44882","CY000000","HEIF","FCER","Y",2351.58850761877
"44892","CY000000","HEIF","FPRO","Y",918.95966553617
"44902","CY000000","HEIF","FENE","Y",3.20308365465297
"44912","CY000000","HEIF","FMIL","Y",0.0299864097115721
"44922","CY000000","HEIF","FOTH","Y",14.5857269764789
"2694","CZ000000","DCOL","FGRA","Y",4528.60192575469
"2695","CZ000000","DCOL","FMAI","Y",14310.7020066869
"2696","CZ000000","DCOL","FOFA","Y",1275.46109352051
"2697","CZ000000","DCOL","FROO","Y",32.7164448189762
"2698","CZ000000","DCOL","FSTR","Y",712.134567208864
"2699","CZ000000","DCOL","FCER","Y",165.366738659545
"2700","CZ000000","DCOL","FPRO","Y",1465.25705954332
"2701","CZ000000","DCOL","FENE","Y",874.098149634911
"2702","CZ000000","DCOL","FMIL","Y",3.66745686284675
"2703","CZ000000","DCOL","FOTH","Y",92.9525584084231
"2804","CZ000000","DCOH","FGRA","Y",377.078449876553
"2805","CZ000000","DCOH","FMAI","Y",148.888302957597
"2806","CZ000000","DCOH","FOFA","Y",11697.8127469505
"2807","CZ000000","DCOH","FROO","Y",34.6193864688307
"2808","CZ000000","DCOH","FSTR","Y",848.317074990955
"2809","CZ000000","DCOH","FCER","Y",4965.09521784268
"2810","CZ000000","DCOH","FPRO","Y",1278.48341466219
"2811","CZ000000","DCOH","FENE","Y",45.8117855254143
"2812","CZ000000","DCOH","FMIL","Y",4.36878986332535
"2813","CZ000000","DCOH","FOTH","Y",110.728008571493
"2914","CZ000000","BULL","FGRA","Y",1857.88373419539
"2915","CZ000000","BULL","FMAI","Y",5675.31542740441
"2916","CZ000000","BULL","FOFA","Y",37.920143671009
"2917","CZ000000","BULL","FROO","Y",31.6836727186339
"2918","CZ000000","BULL","FCOM","Y",245.210427914971
"2919","CZ000000","BULL","FSTR","Y",252.951951460294
"2920","CZ000000","BULL","FCER","Y",58.7386726844398
"2921","CZ000000","BULL","FPRO","Y",459.488536779022
"2922","CZ000000","BULL","FENE","Y",15.9368995059237
"2923","CZ000000","BULL","FMIL","Y",1.51980465759601
"2924","CZ000000","BULL","FOTH","Y",38.5198071818437
"3018","CZ000000","BULH","FGRA","Y",846.455690515242
"3019","CZ000000","BULH","FMAI","Y",14571.4164324786
"3020","CZ000000","BULH","FOFA","Y",63.4118125127114
"3021","CZ000000","BULH","FROO","Y",17.9721724232376
"3022","CZ000000","BULH","FCOM","Y",189.707005767194
"3023","CZ000000","BULH","FSTR","Y",419.383516528426
"3024","CZ000000","BULH","FCER","Y",97.386207002552
"3025","CZ000000","BULH","FPRO","Y",570.040104501659
"3026","CZ000000","BULH","FENE","Y",26.4226977446482
"3027","CZ000000","BULH","FMIL","Y",2.5197711188203
"3028","CZ000000","BULH","FOTH","Y",63.8641927791337
"3122","CZ000000","HEIL","FGRA","Y",26.102592179062
"3123","CZ000000","HEIL","FMAI","Y",1488.38830917401
"3124","CZ000000","HEIL","FOFA","Y",16.0641936758688
"3125","CZ000000","HEIL","FROO","Y",4.64874871493471
"3126","CZ000000","HEIL","FCOM","Y",48.058712746977
"3127","CZ000000","HEIL","FSTR","Y",106.303852358935
"3128","CZ000000","HEIL","FCER","Y",6.85697548570266
"3129","CZ000000","HEIL","FPRO","Y",254.098439594347
"3130","CZ000000","HEIL","FENE","Y",6.69753209001328
"3131","CZ000000","HEIL","FMIL","Y",0.638702682477074
"3132","CZ000000","HEIL","FOTH","Y",353.780045652813
"3226","CZ000000","HEIH","FGRA","Y",1544.49181008391
"3227","CZ000000","HEIH","FMAI","Y",5633.85257767527
"3228","CZ000000","HEIH","FOFA","Y",40.9280662713279
"3229","CZ000000","HEIH","FROO","Y",11.4074142704598
"3230","CZ000000","HEIH","FCOM","Y",122.443131595065
"3231","CZ000000","HEIH","FSTR","Y",239.801408189323
"3232","CZ000000","HEIH","FCER","Y",15.4680412882799
"3233","CZ000000","HEIH","FPRO","Y",497.929821692504
"3234","CZ000000","HEIH","FENE","Y",15.1083671093638
"3235","CZ000000","HEIH","FMIL","Y",1.44079258910721
"32361","CZ000000","HEIH","FOTH","Y",36.5172276871596
"3330","CZ000000","SCOW","FGRA","Y",8083.85994365603
"3331","CZ000000","SCOW","FMAI","Y",1176.73574885658
"3332","CZ000000","SCOW","FOFA","Y",835.747591974489
"33331","CZ000000","SCOW","FROO","Y",24.1688375991505
"33341","CZ000000","SCOW","FSTR","Y",483.836046866302
"33351","CZ000000","SCOW","FCER","Y",1552.01056672892
"33361","CZ000000","SCOW","FPRO","Y",602.427566154988
"33371","CZ000000","SCOW","FENE","Y",26.128665639248
"33381","CZ000000","SCOW","FMIL","Y",2.49173107482655
"33391","CZ000000","SCOW","FOTH","Y",63.153511256603
"3441","CZ000000","HEIR","FGRA","Y",23708.7877259115
"3442","CZ000000","HEIR","FMAI","Y",573.238671857188
"34432","CZ000000","HEIR","FOFA","Y",2772.8266648031
"34442","CZ000000","HEIR","FROO","Y",59.2895099254066
"34452","CZ000000","HEIR","FCOM","Y",495.757497166356
"34462","CZ000000","HEIR","FSTR","Y",710.194059982615
"34472","CZ000000","HEIR","FCER","Y",45.8100355850696
"34482","CZ000000","HEIR","FPRO","Y",210.83387966094
"34492","CZ000000","HEIR","FENE","Y",44.7448272223478
"34503","CZ000000","HEIR","FMIL","Y",4.26704057401984
"34513","CZ000000","HEIR","FOTH","Y",108.149148857287
"35451","CZ000000","CAMF","FGRA","Y",4291.0004383198
"35461","CZ000000","CAMF","FMAI","Y",26.6985263956976
"35471","CZ000000","CAMF","FOFA","Y",20.8233632055437
"35481","CZ000000","CAMF","FROO","Y",6.7730453595177
"35491","CZ000000","CAMF","FCOM","Y",1457.84321052318
"35501","CZ000000","CAMF","FSTR","Y",136.156209051993
"35511","CZ000000","CAMF","FCER","Y",31.6172101116029
"35521","CZ000000","CAMF","FPRO","Y",207.28360570747
"35532","CZ000000","CAMF","FENE","Y",8.57833991096913
"35542","CZ000000","CAMF","FMIL","Y",0.818063823912882
"35551","CZ000000","CAMF","FOTH","Y",255.705444803657
"36531","CZ000000","CAFF","FGRA","Y",1185.24272070649
"36541","CZ000000","CAFF","FMAI","Y",2189.20799929189
"36551","CZ000000","CAFF","FOFA","Y",18.7998822663789
"36561","CZ000000","CAFF","FROO","Y",113.877111970941
"36572","CZ000000","CAFF","FCOM","Y",56.2429811135005
"36581","CZ000000","CAFF","FSTR","Y",123.060717058946
"36591","CZ000000","CAFF","FCER","Y",28.5762696745882
"36601","CZ000000","CAFF","FPRO","Y",388.676567105235
"36611","CZ000000","CAFF","FENE","Y",7.75327594657543
"36621","CZ000000","CAFF","FMIL","Y",5.60976205937756
"36631","CZ000000","CAFF","FOTH","Y",18.7398241658299
"37611","CZ000000","CAMR","FGRA","Y",1382.0904770832
"37621","CZ000000","CAMR","FMAI","Y",3137.94879666839
"37631","CZ000000","CAMR","FOFA","Y",25.1145425307798
"37641","CZ000000","CAMR","FROO","Y",7.14934306905866
"37652","CZ000000","CAMR","FCOM","Y",367.011973903033
"37662","CZ000000","CAMR","FSTR","Y",160.567067835525
"37672","CZ000000","CAMR","FCER","Y",37.2857231859364
"37682","CZ000000","CAMR","FPRO","Y",404.300118371783
"37693","CZ000000","CAMR","FENE","Y",10.1163134313957
"37704","CZ000000","CAMR","FMIL","Y",0.964730954413163
"37714","CZ000000","CAMR","FOTH","Y",24.4513333740745
"38672","CZ000000","CAFR","FGRA","Y",2336.04155486064
"38682","CZ000000","CAFR","FMAI","Y",2440.9299197932
"38692","CZ000000","CAFR","FOFA","Y",24.410271941054
"38702","CZ000000","CAFR","FROO","Y",6.94829510123999
"38712","CZ000000","CAFR","FCOM","Y",691.89166739546
"38722","CZ000000","CAFR","FSTR","Y",156.118752250313
"38732","CZ000000","CAFR","FCER","Y",36.2527675133345
"38743","CZ000000","CAFR","FPRO","Y",308.676551750195
"38752","CZ000000","CAFR","FENE","Y",9.83605325533118
"38762","CZ000000","CAFR","FMIL","Y",0.938004255109868
"38772","CZ000000","CAFR","FOTH","Y",23.773938882207
"39732","CZ000000","PIGF","FMAI","Y",167.895138356399
"39742","CZ000000","PIGF","FCER","Y",254.994883389802
"39752","CZ000000","PIGF","FPRO","Y",85.2273114540729
"39762","CZ000000","PIGF","FENE","Y",85.3690493364317
"39773","CZ000000","PIGF","FMIL","Y",0.193574015929012
"39783","CZ000000","PIGF","FOTH","Y",4.90617904855952
"4074","CZ000000","SOWS","FMAI","Y",819.472341194944
"4075","CZ000000","SOWS","FCER","Y",970.380205607824
"40761","CZ000000","SOWS","FPRO","Y",557.407414758983
"40772","CZ000000","SOWS","FENE","Y",370.747879934741
"40782","CZ000000","SOWS","FMIL","Y",0.84159219954424
"40792","CZ000000","SOWS","FOTH","Y",21.3303526148327
"4175","CZ000000","SHGM","FGRA","Y",21.7573213805274
"4176","CZ000000","SHGM","FMAI","Y",17.1814071911575
"41771","CZ000000","SHGM","FOFA","Y",13.4005404276424
"41781","CZ000000","SHGM","FROO","Y",3.43789770776838
"41791","CZ000000","SHGM","FSGM","Y",11.1220600639152
"41801","CZ000000","SHGM","FSTR","Y",375.913206638126
"41812","CZ000000","SHGM","FCER","Y",0.541244085071641
"41822","CZ000000","SHGM","FPRO","Y",68.6260218729926
"41832","CZ000000","SHGM","FENE","Y",0.528658682804794
"41843","CZ000000","SHGM","FMIL","Y",0.504149460255213
"41854","CZ000000","SHGM","FOTH","Y",1.27777868707016
"42854","CZ000000","SHGF","FGRA","Y",2.79228579824425
"42864","CZ000000","SHGF","FMAI","Y",2.20217188207077
"42874","CZ000000","SHGF","FOFA","Y",1.71757138434509
"42882","CZ000000","SHGF","FROO","Y",0.441086133078596
"42892","CZ000000","SHGF","FSGM","Y",8.77188731248702
"42901","CZ000000","SHGF","FSTR","Y",43.0164207362862
"42912","CZ000000","SHGF","FCER","Y",33.3770304161798
"42923","CZ000000","SHGF","FPRO","Y",37.9605970241824
"42932","CZ000000","SHGF","FENE","Y",10.3775786254256
"42942","CZ000000","SHGF","FMIL","Y",0.0646136116075563
"42952","CZ000000","SHGF","FOTH","Y",38.8143050798148
"43933","CZ000000","HENS","FCER","Y",40716.2722276796
"43943","CZ000000","HENS","FPRO","Y",5569.33750334419
"43953","CZ000000","HENS","FENE","Y",9695.15585933153
"43963","CZ000000","HENS","FMIL","Y",29.5411213525904
"43973","CZ000000","HENS","FOTH","Y",1321.87794095021
"44923","CZ000000","POUF","FCER","Y",5398.12060321012
"44931","CZ000000","POUF","FPRO","Y",1913.15385249459
"4494","CZ000000","POUF","FENE","Y",29.1969745689186
"4495","CZ000000","POUF","FMIL","Y",35.2234589996944
"4496","CZ000000","POUF","FOTH","Y",785.837576723975
"4673","CZ000000","DCOW","FGRA","Y",2452.84018781562
"4674","CZ000000","DCOW","FMAI","Y",7229.79515482226
"4675","CZ000000","DCOW","FOFA","Y",6486.63692023553
"4676","CZ000000","DCOW","FROO","Y",33.6679156439034
"4677","CZ000000","DCOW","FSTR","Y",780.225821099909
"4678","CZ000000","DCOW","FCER","Y",2565.23097825111
"4679","CZ000000","DCOW","FPRO","Y",1371.87023710276
"4680","CZ000000","DCOW","FENE","Y",459.954967580163
"4681","CZ000000","DCOW","FMIL","Y",4.01812336308605
"46821","CZ000000","DCOW","FOTH","Y",101.840283489958
"4770","CZ000000","BULF","FGRA","Y",1740.27701430182
"4771","CZ000000","BULF","FMAI","Y",13029.0309524504
"4772","CZ000000","BULF","FOFA","Y",65.2084100647375
"4773","CZ000000","BULF","FROO","Y",31.9541715572096
"47741","CZ000000","BULF","FCOM","Y",279.874932133266
"47751","CZ000000","BULF","FSTR","Y",432.656474312879
"47761","CZ000000","BULF","FCER","Y",100.468357262136
"47771","CZ000000","BULF","FPRO","Y",662.514850619336
"47781","CZ000000","BULF","FENE","Y",27.258942703962
"47791","CZ000000","BULF","FMIL","Y",2.59951868725943
"47801","CZ000000","BULF","FOTH","Y",65.885413693376
"48621","CZ000000","HEIF","FGRA","Y",2128.51565337463
"48631","CZ000000","HEIF","FMAI","Y",9652.2699895789
"48641","CZ000000","HEIF","FOFA","Y",77.2375842190814
"48651","CZ000000","HEIF","FROO","Y",21.7597835560249
"48661","CZ000000","HEIF","FCOM","Y",231.069106122102
"48671","CZ000000","HEIF","FSTR","Y",469.052012238691
"48681","CZ000000","HEIF","FCER","Y",30.2555182909131
"48691","CZ000000","HEIF","FPRO","Y",1019.17078249026
"48701","CZ000000","HEIF","FENE","Y",29.5519949102761
"48711","CZ000000","HEIF","FMIL","Y",2.818193055004
"48721","CZ000000","HEIF","FOTH","Y",528.942325642182
"2074","EE000000","DCOL","FGRA","Y",11328.8127926026
"2075","EE000000","DCOL","FMAI","Y",124.189056528148
"2076","EE000000","DCOL","FOFA","Y",5531.81851352201
"2077","EE000000","DCOL","FROO","Y",31.6117598436159
"2078","EE000000","DCOL","FSTR","Y",650.373223388191
"2079","EE000000","DCOL","FCER","Y",372.464623499496
"2080","EE000000","DCOL","FPRO","Y",4027.69560856848
"2081","EE000000","DCOL","FENE","Y",3.84904534942064
"2082","EE000000","DCOL","FMIL","Y",1.52493821746161
"2083","EE000000","DCOL","FOTH","Y",9.64255698365405
"2185","EE000000","DCOH","FGRA","Y",187.896267087628
"2186","EE000000","DCOH","FMAI","Y",147.63278128301
"2187","EE000000","DCOH","FOFA","Y",21466.3291152857
"2188","EE000000","DCOH","FROO","Y",37.5792534175104
"2189","EE000000","DCOH","FSTR","Y",48.066486929372
"2190","EE000000","DCOH","FCER","Y",194.990618047718
"2191","EE000000","DCOH","FPRO","Y",4788.02175873943
"2192","EE000000","DCOH","FENE","Y",4.57564688954677
"2193","EE000000","DCOH","FMIL","Y",1.81280763879124
"2194","EE000000","DCOH","FOTH","Y",11.4628256786401
"22961","EE000000","BULL","FGRA","Y",2421.53381721938
"22971","EE000000","BULL","FMAI","Y",1091.18044152536
"22981","EE000000","BULL","FOFA","Y",23.3231251211362
"2299","EE000000","BULL","FROO","Y",7.61181992585708
"2300","EE000000","BULL","FCOM","Y",167.477730876024
"2301","EE000000","BULL","FSTR","Y",124.806602297047
"2302","EE000000","BULL","FCER","Y",33.8537890728278
"2303","EE000000","BULL","FPRO","Y",687.804271077983
"23041","EE000000","BULL","FENE","Y",222.51507557093
"23051","EE000000","BULL","FMIL","Y",0.367191044313286
"23061","EE000000","BULL","FOTH","Y",2.32183870017092
"24011","EE000000","BULH","FGRA","Y",692.067244326746
"24021","EE000000","BULH","FMAI","Y",2905.18678270482
"24031","EE000000","BULH","FOFA","Y",36.6659134606443
"24041","EE000000","BULH","FROO","Y",11.9664208475432
"24051","EE000000","BULH","FCOM","Y",263.628583855879
"24061","EE000000","BULH","FSTR","Y",203.25682557987
"24071","EE000000","BULH","FCER","Y",953.195545296522
"24081","EE000000","BULH","FPRO","Y",1115.14101925955
"24091","EE000000","BULH","FENE","Y",350.61040764609
"2410","EE000000","BULH","FMIL","Y",0.577255191333054
"2411","EE000000","BULH","FOTH","Y",3.65012563315998
"2506","EE000000","HEIL","FGRA","Y",2039.601210309
"2507","EE000000","HEIL","FMAI","Y",17.8912899885135
"2508","EE000000","HEIL","FOFA","Y",13.9542094617069
"2509","EE000000","HEIL","FROO","Y",4.55414654246131
"2510","EE000000","HEIL","FCOM","Y",41.746343306544
"25111","EE000000","HEIL","FSTR","Y",72.3069835257502
"25121","EE000000","HEIL","FCER","Y",5.6263050958491
"25131","EE000000","HEIL","FPRO","Y",445.989958524311
"25141","EE000000","HEIL","FENE","Y",0.554512518668921
"25151","EE000000","HEIL","FMIL","Y",0.219690145222392
"25161","EE000000","HEIL","FOTH","Y",1.38915447178978
"26111","EE000000","HEIH","FGRA","Y",1206.33794863833
"26121","EE000000","HEIH","FMAI","Y",2446.26895719725
"26131","EE000000","HEIH","FOFA","Y",35.0786756676969
"2614","EE000000","HEIH","FROO","Y",11.4484041496714
"2615","EE000000","HEIH","FCOM","Y",104.943704706003
"26162","EE000000","HEIH","FSTR","Y",192.049298170718
"26172","EE000000","HEIH","FCER","Y",14.143641186203
"26182","EE000000","HEIH","FPRO","Y",1018.45534786117
"26192","EE000000","HEIH","FENE","Y",334.727067937327
"26202","EE000000","HEIH","FMIL","Y",0.552266280120947
"26212","EE000000","HEIH","FOTH","Y",3.49211464128522
"27161","EE000000","SCOW","FGRA","Y",18844.4137974282
"27171","EE000000","SCOW","FMAI","Y",84.7487400541353
"27181","EE000000","SCOW","FOFA","Y",66.0992958643056
"27191","EE000000","SCOW","FROO","Y",3340.87668939902
"27201","EE000000","SCOW","FSTR","Y",482.870728215866
"27212","EE000000","SCOW","FCER","Y",27.9836379466865
"27223","EE000000","SCOW","FPRO","Y",1282.72615215323
"27233","EE000000","SCOW","FENE","Y",2.62665449672989
"27242","EE000000","SCOW","FMIL","Y",1.04064396818168
"27252","EE000000","SCOW","FOTH","Y",6.58024610307716
"28282","EE000000","HEIR","FGRA","Y",6341.75598698729
"28293","EE000000","HEIR","FMAI","Y",135.060277215011
"28303","EE000000","HEIR","FOFA","Y",105.33949197842
"28313","EE000000","HEIR","FROO","Y",34.3789796547874
"28323","EE000000","HEIR","FCOM","Y",433.382547636305
"28333","EE000000","HEIR","FSTR","Y",659.596702677737
"28342","EE000000","HEIR","FCER","Y",42.4726403983385
"28352","EE000000","HEIR","FPRO","Y",3175.69390447117
"28362","EE000000","HEIR","FENE","Y",42.2841751675325
"28373","EE000000","HEIR","FMIL","Y",1.65842775638782
"28383","EE000000","HEIR","FOTH","Y",10.4866439578594
"29333","EE000000","CAMF","FGRA","Y",5.72701149689061
"29343","EE000000","CAMF","FMAI","Y",4.49979474770558
"29353","EE000000","CAMF","FOFA","Y",608.825454697303
"29363","EE000000","CAMF","FROO","Y",1.14540229941566
"29373","EE000000","CAMF","FCOM","Y",187.005387990485
"29384","EE000000","CAMF","FSTR","Y",1.46504945274007
"29395","EE000000","CAMF","FCER","Y",5.09420982434181
"29405","EE000000","CAMF","FPRO","Y",125.089031086356
