"","i1","i2","i3","i4","value"
"3988","AT000000","CAFR","FROO","Y",0.779681365509491
"39891","AT000000","CAFR","FCOM","Y",400.440349560361
"39901","AT000000","CAFR","FSTR","Y",0.985380466112576
"39911","AT000000","CAFR","FCER","Y",60.9006266782621
"39922","AT000000","CAFR","FPRO","Y",17.8381376152137
"39932","AT000000","CAFR","FENE","Y",9.33162274166259
"39941","AT000000","CAFR","FMIL","Y",0.907148935330123
"39951","AT000000","CAFR","FOTH","Y",11.0305701248505
"40872","AT000000","PIGF","FMAI","Y",77.0355019435253
"40881","AT000000","PIGF","FCER","Y",278.803181088766
"40892","AT000000","PIGF","FPRO","Y",80.2751247459766
"40902","AT000000","PIGF","FENE","Y",25.4160622916143
"40911","AT000000","PIGF","FMIL","Y",2.15479372700289
"40921","AT000000","PIGF","FOTH","Y",10.5924025414573
"41853","AT000000","SOWS","FMAI","Y",783.962238862814
"41862","AT000000","SOWS","FCER","Y",894.265053447528
"41872","AT000000","SOWS","FPRO","Y",498.283211071028
"41882","AT000000","SOWS","FENE","Y",8.96580766498699
"41892","AT000000","SOWS","FMIL","Y",0.830083041578038
"41902","AT000000","SOWS","FOTH","Y",10.0934795191518
"4282","AT000000","SHGM","FGRA","Y",1886.54545977646
"42832","AT000000","SHGM","FMAI","Y",53.1916410608175
"42842","AT000000","SHGM","FOFA","Y",80.0910010496669
"42852","AT000000","SHGM","FROO","Y",0.447232421599351
"42862","AT000000","SHGM","FSGM","Y",11.960994190132
"42872","AT000000","SHGM","FSTR","Y",0.572041469488915
"4288","AT000000","SHGM","FCER","Y",5.56263830327412
"4289","AT000000","SHGM","FPRO","Y",10.845424906043
"4290","AT000000","SHGM","FENE","Y",5.4172731948981
"4291","AT000000","SHGM","FMIL","Y",0.526625834240572
"42921","AT000000","SHGM","FOTH","Y",6.40356061491987
"4388","AT000000","SHGF","FGRA","Y",361.956536519753
"4389","AT000000","SHGF","FMAI","Y",18.4703442673579
"4390","AT000000","SHGF","FOFA","Y",36.1622125097036
"4391","AT000000","SHGF","FROO","Y",7.82814329400902
"4392","AT000000","SHGF","FSGM","Y",21.7048325066152
"4393","AT000000","SHGF","FSTR","Y",0.109060889219646
"4394","AT000000","SHGF","FCER","Y",12.8722070861477
"4395","AT000000","SHGF","FPRO","Y",26.4954844378439
"4396","AT000000","SHGF","FENE","Y",1.03281433828477
"4397","AT000000","SHGF","FMIL","Y",0.100402304433759
"4398","AT000000","SHGF","FOTH","Y",1.22085207469294
"4488","AT000000","HENS","FCER","Y",32988.0676170429
"4489","AT000000","HENS","FPRO","Y",5891.05726144797
"4490","AT000000","HENS","FENE","Y",273.211029836197
"4491","AT000000","HENS","FMIL","Y",26.5594850646929
"4492","AT000000","HENS","FOTH","Y",322.952771122728
"4586","AT000000","POUF","FCER","Y",5479.21269871852
"4587","AT000000","POUF","FPRO","Y",1982.3256254117
"45881","AT000000","POUF","FENE","Y",37.6579592991631
"45891","AT000000","POUF","FMIL","Y",3.66081855543175
"45901","AT000000","POUF","FOTH","Y",573.982645822821
"4798","AT000000","DCOW","FGRA","Y",11723.6706720431
"4799","AT000000","DCOW","FMAI","Y",2585.91578332096
"4800","AT000000","DCOW","FOFA","Y",2704.56297871149
"4801","AT000000","DCOW","FROO","Y",3.78815416598555
"4802","AT000000","DCOW","FSTR","Y",351.398788906965
"4803","AT000000","DCOW","FCER","Y",1491.0542118677
"4804","AT000000","DCOW","FPRO","Y",626.224971981609
"4805","AT000000","DCOW","FENE","Y",39.3510296625694
"4806","AT000000","DCOW","FMIL","Y",3.82540589678829
"4807","AT000000","DCOW","FOTH","Y",46.5154136847211
"4891","AT000000","BULF","FGRA","Y",9451.54847415409
"4892","AT000000","BULF","FMAI","Y",3822.67365265659
"4893","AT000000","BULF","FOFA","Y",399.065739264651
"4894","AT000000","BULF","FROO","Y",13.2034376296733
"4895","AT000000","BULF","FCOM","Y",330.152517312302
"4896","AT000000","BULF","FSTR","Y",2.72689671271317
"4897","AT000000","BULF","FCER","Y",499.262060701086
"4898","AT000000","BULF","FPRO","Y",49.3644439855473
"4899","AT000000","BULF","FENE","Y",25.823904830485
"4900","AT000000","BULF","FMIL","Y",2.51040236209672
"4901","AT000000","BULF","FOTH","Y",30.5254939053725
"49791","AT000000","HEIF","FGRA","Y",16704.3787338461
"49801","AT000000","HEIF","FMAI","Y",4460.74824277344
"49811","AT000000","HEIF","FOFA","Y",879.845206212537
"49821","AT000000","HEIF","FROO","Y",5.1890528224526
"49831","AT000000","HEIF","FCOM","Y",594.457004461109
"49841","AT000000","HEIF","FSTR","Y",3.50534132909108
"4985","AT000000","HEIF","FCER","Y",34.0865950866194
"4986","AT000000","HEIF","FPRO","Y",35.2535916423644
"4987","AT000000","HEIF","FENE","Y",33.1958304316694
"4988","AT000000","HEIF","FMIL","Y",3.22704454168032
"4989","AT000000","HEIF","FOTH","Y",39.2395776775701
"30701","PT000000","DCOL","FGRA","Y",11558.5141861622
"30711","PT000000","DCOL","FMAI","Y",3882.87984543645
"30721","PT000000","DCOL","FOFA","Y",5985.64267639832
"30731","PT000000","DCOL","FROO","Y",6.93347269898026
"30741","PT000000","DCOL","FSTR","Y",4.25203736222838
"30751","PT000000","DCOL","FCER","Y",646.051855578599
"30761","PT000000","DCOL","FPRO","Y",1021.55700170287
"30771","PT000000","DCOL","FENE","Y",4.15627058413817
"30781","PT000000","DCOL","FMIL","Y",9.86823830782246
"3079","PT000000","DCOL","FOTH","Y",47.148064405943
"3180","PT000000","DCOH","FGRA","Y",6156.18127879014
"3181","PT000000","DCOH","FMAI","Y",159.469484931424
"3182","PT000000","DCOH","FOFA","Y",11913.9025371436
"3183","PT000000","DCOH","FROO","Y",2.76232131334701
"3184","PT000000","DCOH","FSTR","Y",178.279619880024
"3185","PT000000","DCOH","FCER","Y",2387.14204330251
"3186","PT000000","DCOH","FPRO","Y",1575.14430314116
"3187","PT000000","DCOH","FENE","Y",5.07931885032773
"3188","PT000000","DCOH","FMIL","Y",12.0598329299685
"3189","PT000000","DCOH","FOTH","Y",57.6189753399392
"3290","PT000000","BULL","FGRA","Y",42.5371008649212
"3291","PT000000","BULL","FMAI","Y",2177.76865711139
"3292","PT000000","BULL","FOFA","Y",16.4990038892932
"3293","PT000000","BULL","FROO","Y",0.591177027858014
"3294","PT000000","BULL","FCOM","Y",72.7669008554593
"3295","PT000000","BULL","FSTR","Y",0.0947114233145976
"3296","PT000000","BULL","FCER","Y",33.2159507988115
"3297","PT000000","BULL","FPRO","Y",379.734166379566
"3298","PT000000","BULL","FENE","Y",54.0618188118389
"3299","PT000000","BULL","FMIL","Y",2.1980872135411
"3300","PT000000","BULL","FOTH","Y",10.5019309709783
"33912","PT000000","BULH","FGRA","Y",2304.48150832038
"33922","PT000000","BULH","FMAI","Y",5952.59514505446
"33932","PT000000","BULH","FOFA","Y",33.9717933961877
"33941","PT000000","BULH","FROO","Y",5.45284330256147
"33951","PT000000","BULH","FCOM","Y",301.210972760507
"33961","PT000000","BULH","FSTR","Y",0.178257797950728
"3397","PT000000","BULH","FCER","Y",62.5162418536368
"3398","PT000000","BULH","FPRO","Y",514.242522252149
"3399","PT000000","BULH","FENE","Y",1.74242975519773
"3400","PT000000","BULH","FMIL","Y",4.13705308902485
"3401","PT000000","BULH","FOTH","Y",19.7658426365252
"34922","PT000000","HEIL","FGRA","Y",1529.36868023676
"34931","PT000000","HEIL","FMAI","Y",370.880478807291
"34941","PT000000","HEIL","FOFA","Y",18.179172845969
"34951","PT000000","HEIL","FROO","Y",123.675859828945
"34962","PT000000","HEIL","FCOM","Y",79.1957460693917
"34972","PT000000","HEIL","FSTR","Y",0.103812708883494
"34982","PT000000","HEIL","FCER","Y",10.1132873765634
"34992","PT000000","HEIL","FPRO","Y",328.331120742175
"35002","PT000000","HEIL","FENE","Y",243.852799765702
"35011","PT000000","HEIL","FMIL","Y",2.40931220347022
"35021","PT000000","HEIL","FOTH","Y",11.5111130679924
"35962","PT000000","HEIH","FGRA","Y",1142.59182217561
"35972","PT000000","HEIH","FMAI","Y",6042.66580523912
"35983","PT000000","HEIH","FOFA","Y",45.7118843831093
"35993","PT000000","HEIH","FROO","Y",2.28858143339194
"36003","PT000000","HEIH","FCOM","Y",221.074640155544
"36013","PT000000","HEIH","FSTR","Y",0.232987521579898
"36023","PT000000","HEIH","FCER","Y",22.6973150612644
"36033","PT000000","HEIH","FPRO","Y",743.433206886246
"36042","PT000000","HEIH","FENE","Y",2.27740045517133
"36052","PT000000","HEIH","FMIL","Y",5.40723467325183
"36062","PT000000","HEIH","FOTH","Y",25.8344641343366
"37002","PT000000","SCOW","FGRA","Y",10839.0334646622
"37012","PT000000","SCOW","FMAI","Y",1881.51398026869
"37023","PT000000","SCOW","FOFA","Y",3727.2936058362
"37033","PT000000","SCOW","FROO","Y",1.9848418117362
"37043","PT000000","SCOW","FSTR","Y",2.7011061590601
"37053","PT000000","SCOW","FCER","Y",27.6294841650171
"37063","PT000000","SCOW","FPRO","Y",136.99286660823
"37072","PT000000","SCOW","FENE","Y",2.64027032623542
"37081","PT000000","SCOW","FMIL","Y",6.26879704988357
"37091","PT000000","SCOW","FOTH","Y",29.9508015347995
"38112","PT000000","HEIR","FGRA","Y",13773.6121949221
"38121","PT000000","HEIR","FMAI","Y",2679.49975642951
"38131","PT000000","HEIR","FOFA","Y",95.0669159800381
"38141","PT000000","HEIR","FROO","Y",3.31742786734948
"38151","PT000000","HEIR","FCOM","Y",463.203181578326
"38161","PT000000","HEIR","FSTR","Y",0.516240574062211
"3817","PT000000","HEIR","FCER","Y",50.2914271006288
"3818","PT000000","HEIR","FPRO","Y",760.75262862715
"3819","PT000000","HEIR","FENE","Y",5.04613513364959
"3820","PT000000","HEIR","FMIL","Y",11.9810447910612
"3821","PT000000","HEIR","FOTH","Y",57.2425446000494
"39122","PT000000","CAMF","FGRA","Y",20.1648616811016
"39132","PT000000","CAMF","FMAI","Y",16.3982299810146
"39142","PT000000","CAMF","FOFA","Y",28.271771121663
"39152","PT000000","CAMF","FROO","Y",0.342355168970104
"39161","PT000000","CAMF","FCOM","Y",36.9689130820163
"39171","PT000000","CAMF","FSTR","Y",0.0510514126662059
"39181","PT000000","CAMF","FCER","Y",293.298703231402
"39191","PT000000","CAMF","FPRO","Y",337.649105685173
"39201","PT000000","CAMF","FENE","Y",0.499016040235507
"3921","PT000000","CAMF","FMIL","Y",1.18481439184042
"3922","PT000000","CAMF","FOTH","Y",5.6607576259381
"40173","PT000000","CAFF","FGRA","Y",39.3359802166073
"40183","PT000000","CAFF","FMAI","Y",249.338519032151
"40192","PT000000","CAFF","FOFA","Y",36.5031668882971
"40202","PT000000","CAFF","FROO","Y",0.581562034003992
"40212","PT000000","CAFF","FCOM","Y",61.9272128737869
"40222","PT000000","CAFF","FSTR","Y",0.0898281111212081
"40232","PT000000","CAFF","FCER","Y",584.755086783237
"4024","PT000000","CAFF","FPRO","Y",417.019419881302
"4025","PT000000","CAFF","FENE","Y",0.878049518563498
"4026","PT000000","CAFF","FMIL","Y",2.08475404087534
"4027","PT000000","CAFF","FOTH","Y",9.96045238508532
"41222","PT000000","CAMR","FGRA","Y",495.815276843755
"41232","PT000000","CAMR","FMAI","Y",81.1929423880139
"41242","PT000000","CAMR","FOFA","Y",23.4268355539957
"41253","PT000000","CAMR","FROO","Y",0.781900399485893
"41263","PT000000","CAMR","FCOM","Y",262.794267079048
"41272","PT000000","CAMR","FSTR","Y",0.100387356873054
"41282","PT000000","CAMR","FCER","Y",680.85864137737
"41292","PT000000","CAMR","FPRO","Y",390.080002036724
"41302","PT000000","CAMR","FENE","Y",0.98126376333674
"41311","PT000000","CAMR","FMIL","Y",2.32981574789495
"41321","PT000000","CAMR","FOTH","Y",11.1312981617658
"42252","PT000000","CAFR","FGRA","Y",51.8824488939396
"42262","PT000000","CAFR","FMAI","Y",799.858305406072
"42272","PT000000","CAFR","FOFA","Y",22.9667869673328
"42282","PT000000","CAFR","FROO","Y",0.766787124561669
"42293","PT000000","CAFR","FCOM","Y",484.630820621075
"42303","PT000000","CAFR","FSTR","Y",0.103876791669191
"42312","PT000000","CAFR","FCER","Y",318.78946658856
"42322","PT000000","CAFR","FPRO","Y",405.517910836469
"42332","PT000000","CAFR","FENE","Y",168.97931145102
"42342","PT000000","CAFR","FMIL","Y",2.41079945333885
"42351","PT000000","CAFR","FOTH","Y",11.51821878944
"43311","PT000000","PIGF","FMAI","Y",16.8443649242031
"43322","PT000000","PIGF","FCER","Y",111.674633360378
"43332","PT000000","PIGF","FPRO","Y",60.9285446740982
"43342","PT000000","PIGF","FENE","Y",0.101086056498793
"43351","PT000000","PIGF","FMIL","Y",0.228579759055904
"43361","PT000000","PIGF","FOTH","Y",1.09209900143165
"44321","PT000000","SOWS","FMAI","Y",641.935114163774
"44331","PT000000","SOWS","FCER","Y",913.342947446918
"44341","PT000000","SOWS","FPRO","Y",725.319037694308
"44351","PT000000","SOWS","FENE","Y",1.05491532886681
"44361","PT000000","SOWS","FMIL","Y",2.38541595199757
"4437","PT000000","SOWS","FOTH","Y",11.3969425374125
"4536","PT000000","SHGM","FGRA","Y",639.871828408674
"4537","PT000000","SHGM","FMAI","Y",187.473906553453
"4538","PT000000","SHGM","FOFA","Y",436.334272332527
"4539","PT000000","SHGM","FROO","Y",0.450527615492109
"4540","PT000000","SHGM","FSGM","Y",3.67466388985971
"4541","PT000000","SHGM","FSTR","Y",0.0560494738428428
"4542","PT000000","SHGM","FCER","Y",5.46026052469364
"4543","PT000000","SHGM","FPRO","Y",60.1471125448459
"4544","PT000000","SHGM","FENE","Y",0.547870960539759
"4545","PT000000","SHGM","FMIL","Y",1.30081068859549
"45461","PT000000","SHGM","FOTH","Y",6.21495997692139
"4642","PT000000","SHGF","FGRA","Y",221.642997936456
"4643","PT000000","SHGF","FMAI","Y",1.74636846751932
"4644","PT000000","SHGF","FOFA","Y",12.912896885219
"4645","PT000000","SHGF","FROO","Y",0.0442409630266618
"4646","PT000000","SHGF","FSGM","Y",3.75279521435378
"4647","PT000000","SHGF","FCER","Y",3.55101383630198
"4648","PT000000","SHGF","FPRO","Y",30.4540454735472
"4649","PT000000","SHGF","FENE","Y",0.0557753585371316
"4650","PT000000","SHGF","FMIL","Y",0.132427501676445
"4651","PT000000","SHGF","FOTH","Y",0.632706688204835
"4749","PT000000","HENS","FCER","Y",27681.6983696431
"4750","PT000000","HENS","FPRO","Y",7446.9250701383
"4751","PT000000","HENS","FENE","Y",25.1644926455827
"4752","PT000000","HENS","FMIL","Y",59.7480855240199
"47531","PT000000","HENS","FOTH","Y",285.461953445658
"4848","PT000000","POUF","FCER","Y",3854.02750669169
"4849","PT000000","POUF","FPRO","Y",1757.38661602231
"4850","PT000000","POUF","FENE","Y",2.85164677443802
"4851","PT000000","POUF","FMIL","Y",134.395941415596
"4852","PT000000","POUF","FOTH","Y",482.82093626359
"5059","PT000000","DCOW","FGRA","Y",8857.34773247619
"5060","PT000000","DCOW","FMAI","Y",2021.17466518393
"5061","PT000000","DCOW","FOFA","Y",8949.77260677095
"5062","PT000000","DCOW","FROO","Y",4.84789700616363
"5063","PT000000","DCOW","FSTR","Y",91.2658286211263
"5064","PT000000","DCOW","FCER","Y",1516.59694944056
"5065","PT000000","DCOW","FPRO","Y",1298.35065242201
"5066","PT000000","DCOW","FENE","Y",4.61779471723295
"5067","PT000000","DCOW","FMIL","Y",10.9640356188955
"5068","PT000000","DCOW","FOTH","Y",52.3835198729411
"5156","PT000000","BULF","FGRA","Y",2294.87964368217
"5157","PT000000","BULF","FMAI","Y",7949.74795355263
"5158","PT000000","BULF","FOFA","Y",49.3495896613553
"5159","PT000000","BULF","FROO","Y",5.90975255500659
"5160","PT000000","BULF","FCOM","Y",365.669963582749
"5161","PT000000","BULF","FSTR","Y",0.266905216167425
"5162","PT000000","BULF","FCER","Y",93.6055041504012
"5163","PT000000","BULF","FPRO","Y",874.117016643281
"5164","PT000000","BULF","FENE","Y",54.564558442903
"5165","PT000000","BULF","FMIL","Y",6.19440530353344
"5166","PT000000","BULF","FOTH","Y",29.5953756990243
"5245","PT000000","HEIF","FGRA","Y",2550.42837168017
"5246","PT000000","HEIF","FMAI","Y",6121.8309144719
"5247","PT000000","HEIF","FOFA","Y",60.985020140292
"5248","PT000000","HEIF","FROO","Y",120.235042594474
"5249","PT000000","HEIF","FCOM","Y",286.612811645989
"5250","PT000000","HEIF","FSTR","Y",0.321481123162832
"5251","PT000000","HEIF","FCER","Y",31.3182366557453
"5252","PT000000","HEIF","FPRO","Y",1023.0159264968
"5253","PT000000","HEIF","FENE","Y",234.93515162514
"5254","PT000000","HEIF","FMIL","Y",7.46101707153276
"5255","PT000000","HEIF","FOTH","Y",35.6469414752196
"23161","SE000000","DCOL","FGRA","Y",294.843528915505
"23171","SE000000","DCOL","FMAI","Y",133.520905962852
"23181","SE000000","DCOL","FOFA","Y",19953.0346123922
"23191","SE000000","DCOL","FSTR","Y",192.704334823771
"23201","SE000000","DCOL","FCER","Y",1915.15350955836
"2321","SE000000","DCOL","FPRO","Y",432.262510220957
"2322","SE000000","DCOL","FENE","Y",39.6576106134369
"2323","SE000000","DCOL","FMIL","Y",3.76187175138221
"2324","SE000000","DCOL","FOTH","Y",8.36090374021051
"2425","SE000000","DCOH","FGRA","Y",197.197854077414
"2426","SE000000","DCOH","FMAI","Y",166.434210443454
"2427","SE000000","DCOH","FOFA","Y",16736.3468771554
"2428","SE000000","DCOH","FSTR","Y",741.048008262812
"2429","SE000000","DCOH","FCER","Y",3076.17566704365
"2430","SE000000","DCOH","FPRO","Y",1593.92511218865
"2431","SE000000","DCOH","FENE","Y",48.0195955876317
"2432","SE000000","DCOH","FMIL","Y",4.55507927380607
"2433","SE000000","DCOH","FOTH","Y",99.5348577746167
"2534","SE000000","BULL","FGRA","Y",2608.26024618553
"2535","SE000000","BULL","FMAI","Y",141.097660594188
"2536","SE000000","BULL","FOFA","Y",3378.84493036367
"2537","SE000000","BULL","FCOM","Y",109.312857336016
"2538","SE000000","BULL","FSTR","Y",26.0304627451307
"2539","SE000000","BULL","FCER","Y",59.863663129458
"2540","SE000000","BULL","FPRO","Y",17.5122913861835
"2541","SE000000","BULL","FENE","Y",9.2942725895771
"2542","SE000000","BULL","FMIL","Y",0.881643169205146
"2543","SE000000","BULL","FOTH","Y",1.9594856385593
"2635","SE000000","BULH","FGRA","Y",13792.4064550868
"2636","SE000000","BULH","FMAI","Y",843.879646406974
"2637","SE000000","BULH","FOFA","Y",39.1394858653265
"2638","SE000000","BULH","FCOM","Y",272.251987889681
"2639","SE000000","BULH","FSTR","Y",220.549274138088
"2640","SE000000","BULH","FCER","Y",141.772200629402
"2641","SE000000","BULH","FPRO","Y",32.6596536099995
"2642","SE000000","BULH","FENE","Y",418.881455054867
"2643","SE000000","BULH","FMIL","Y",1.64422575425416
"2644","SE000000","BULH","FOTH","Y",3.6543545785264
"27361","SE000000","HEIL","FGRA","Y",3134.77993892117
"27371","SE000000","HEIL","FMAI","Y",243.692216708802
"27381","SE000000","HEIL","FOFA","Y",1240.37133567483
"27391","SE000000","HEIL","FCOM","Y",91.3405846601704
"27401","SE000000","HEIL","FSTR","Y",120.910558926104
"27411","SE000000","HEIL","FCER","Y",9.71056013550141
"27421","SE000000","HEIL","FPRO","Y",143.242627052588
"27431","SE000000","HEIL","FENE","Y",9.58601534726307
"2744","SE000000","HEIL","FMIL","Y",0.909317525321302
"2745","SE000000","HEIL","FOTH","Y",179.546782097266
"28372","SE000000","HEIH","FGRA","Y",9197.8662598587
"28382","SE000000","HEIH","FMAI","Y",66.6554366152198
"28392","SE000000","HEIH","FOFA","Y",4979.63490863002
"28401","SE000000","HEIH","FCOM","Y",210.619120466912
"28411","SE000000","HEIH","FSTR","Y",244.876017194443
"28421","SE000000","HEIH","FCER","Y",19.4900754027742
"28431","SE000000","HEIH","FPRO","Y",20.1401370379485
"28441","SE000000","HEIH","FENE","Y",290.12742805042
"28451","SE000000","HEIH","FMIL","Y",1.82509215584643
"28461","SE000000","HEIH","FOTH","Y",4.05633706849312
"29383","SE000000","SCOW","FGRA","Y",7718.18068873836
"29394","SE000000","SCOW","FMAI","Y",83.2181728405801
"29404","SE000000","SCOW","FOFA","Y",10486.0814207952
"29413","SE000000","SCOW","FSTR","Y",380.749111321605
"29423","SE000000","SCOW","FCER","Y",27.4324945310396
"29433","SE000000","SCOW","FPRO","Y",171.140457679433
"29442","SE000000","SCOW","FENE","Y",25.791098497892
"29452","SE000000","SCOW","FMIL","Y",2.4465116121585
"29461","SE000000","SCOW","FOTH","Y",5.43746555981227
"30463","SE000000","HEIR","FGRA","Y",4061.29963700021
"30474","SE000000","HEIR","FMAI","Y",155.592103274936
"30483","SE000000","HEIR","FOFA","Y",12717.8758066856
"30493","SE000000","HEIR","FCOM","Y",345.127043339498
"30503","SE000000","HEIR","FSTR","Y",613.100174366305
"30513","SE000000","HEIR","FCER","Y",48.8443585524992
"30522","SE000000","HEIR","FPRO","Y",623.185022183895
"30532","SE000000","HEIR","FENE","Y",48.2178951762722
"30541","SE000000","HEIR","FMIL","Y",4.57388972681063
"30551","SE000000","HEIR","FOTH","Y",10.165644724634
"31472","SE000000","CAMF","FGRA","Y",33.2629953547726
"31483","SE000000","CAMF","FMAI","Y",26.1352106403896
"31493","SE000000","CAMF","FOFA","Y",4403.05601708044
"31503","SE000000","CAMF","FCOM","Y",57.3762809753612
"31513","SE000000","CAMF","FSTR","Y",105.828804154448
"31522","SE000000","CAMF","FCER","Y",30.6096409368675
"31532","SE000000","CAMF","FPRO","Y",238.962607070925
"31542","SE000000","CAMF","FENE","Y",8.39362519145271
"31552","SE000000","CAMF","FMIL","Y",0.79620887418471
"31562","SE000000","CAMF","FOTH","Y",1.76960465271265
"32522","SE000000","CAFF","FGRA","Y",432.174218211488
"32533","SE000000","CAFF","FMAI","Y",24.1354764901324
"32543","SE000000","CAFF","FOFA","Y",4518.95655126153
"32552","SE000000","CAFF","FCOM","Y",201.491520683744
"32562","SE000000","CAFF","FSTR","Y",7.98490678166621
"32572","SE000000","CAFF","FCER","Y",27.7185556841652
"32582","SE000000","CAFF","FPRO","Y",158.787917486837
"32592","SE000000","CAFF","FENE","Y",7.60084601247893
"32602","SE000000","CAFF","FMIL","Y",0.721006824632342
"32612","SE000000","CAFF","FOTH","Y",1.60246522348001
"33572","SE000000","CAMR","FGRA","Y",526.551656297612
"33582","SE000000","CAMR","FMAI","Y",35.8381257161938
"33592","SE000000","CAMR","FOFA","Y",6205.66178810496
"33602","SE000000","CAMR","FCOM","Y",84.1284928606115
"33613","SE000000","CAMR","FSTR","Y",10.6129032300201
"33623","SE000000","CAMR","FCER","Y",36.841300370129
"33633","SE000000","CAMR","FPRO","Y",72.1306671200331
"33643","SE000000","CAMR","FENE","Y",10.1024401921701
"33652","SE000000","CAMR","FMIL","Y",0.958304945533579
"33662","SE000000","CAMR","FOTH","Y",2.12986936634094
"34601","SE000000","CAFR","FGRA","Y",340.338711024685
"34612","SE000000","CAFR","FMAI","Y",37.7634750005327
"34622","SE000000","CAFR","FOFA","Y",6014.87104446179
"34633","SE000000","CAFR","FCOM","Y",95.2357187550498
"34643","SE000000","CAFR","FSTR","Y",48.0229652630431
"34653","SE000000","CAFR","FCER","Y",36.0964656667774
"34663","SE000000","CAFR","FPRO","Y",48.6417440159519
"34673","SE000000","CAFR","FENE","Y",9.89819528311913
"34684","SE000000","CAFR","FMIL","Y",0.938930526807012
"34694","SE000000","CAFR","FOTH","Y",2.08680898026162
"35633","SE000000","PIGF","FMAI","Y",12.8582736877257
"35642","SE000000","PIGF","FCER","Y",253.551706358068
"35653","SE000000","PIGF","FPRO","Y",87.5992926007952
"35663","SE000000","PIGF","FENE","Y",54.1159782809466
"35672","SE000000","PIGF","FMIL","Y",0.176619388059608
"35683","SE000000","PIGF","FOTH","Y",0.392543340074129
"36643","SE000000","SOWS","FMAI","Y",627.581240831578
"36653","SE000000","SOWS","FCER","Y",1142.62732449579
"36663","SE000000","SOWS","FPRO","Y",515.884039625438
"36673","SE000000","SOWS","FENE","Y",9.01402925408796
"36682","SE000000","SOWS","FMIL","Y",0.814342508587783
"36692","SE000000","SOWS","FOTH","Y",93.7791751510725
"37651","SE000000","SHGM","FGRA","Y",138.30290056067
"37661","SE000000","SHGM","FMAI","Y",28.451442302635
"37671","SE000000","SHGM","FOFA","Y",13.6734419307356
"37681","SE000000","SHGM","FSTR","Y",277.082281815588
"37692","SE000000","SHGM","FCER","Y",5.50391976150155
"37703","SE000000","SHGM","FPRO","Y",152.033429494083
"37713","SE000000","SHGM","FENE","Y",5.43332810625347
"37722","SE000000","SHGM","FMIL","Y",0.515398764644656
"37732","SE000000","SHGM","FOTH","Y",1.14549345214309
"38661","SE000000","SHGF","FGRA","Y",281.231128078985
"38671","SE000000","SHGF","FMAI","Y",2.19340784518431
"38681","SE000000","SHGF","FOFA","Y",1.7107359236804
"38691","SE000000","SHGF","FSTR","Y",0.714132786964767
"38701","SE000000","SHGF","FCER","Y",22.6499788334277
"38711","SE000000","SHGF","FPRO","Y",21.1702281739109
"38721","SE000000","SHGF","FENE","Y",0.679784184753893
"38731","SE000000","SHGF","FMIL","Y",0.0644834845596462
"38742","SE000000","SHGF","FOTH","Y",69.339808845172
"39701","SE000000","HENS","FCER","Y",48435.3376271412
"39711","SE000000","HENS","FPRO","Y",7475.3583367591
"39721","SE000000","HENS","FENE","Y",9280.17426886141
"39731","SE000000","HENS","FMIL","Y",36.7637586872378
"39741","SE000000","HENS","FOTH","Y",81.7088587346861
"4069","SE000000","POUF","FCER","Y",4007.44141410362
"4070","SE000000","POUF","FPRO","Y",1358.7213330265
"4071","SE000000","POUF","FENE","Y",21.6333651003823
"4072","SE000000","POUF","FMIL","Y",86.6956453078338
"4073","SE000000","POUF","FOTH","Y",253.057772826002
"4281","SE000000","DCOW","FGRA","Y",246.020691496455
"42821","SE000000","DCOW","FMAI","Y",149.977558203152
"42833","SE000000","DCOW","FOFA","Y",18344.6907447735
"42843","SE000000","DCOW","FSTR","Y",466.876171543299
"42853","SE000000","DCOW","FCER","Y",2495.66458830101
"42863","SE000000","DCOW","FPRO","Y",1013.09381120482
"42873","SE000000","DCOW","FENE","Y",43.8386031005339
"42881","SE000000","DCOW","FMIL","Y",4.15847551259411
"42891","SE000000","DCOW","FOTH","Y",53.9478807574152
"43771","SE000000","BULF","FGRA","Y",15713.441972032
"43781","SE000000","BULF","FMAI","Y",943.704548067574
"43791","SE000000","BULF","FOFA","Y",3274.76320103262
"43801","SE000000","BULF","FCOM","Y",365.576422180222
"4381","SE000000","BULF","FSTR","Y",236.247492712768
"43821","SE000000","BULF","FCER","Y",193.1868687027
"43831","SE000000","BULF","FPRO","Y",48.0696279414273
"43841","SE000000","BULF","FENE","Y",410.234204055347
"43851","SE000000","BULF","FMIL","Y",2.42002934884704
"43861","SE000000","BULF","FOTH","Y",5.37860771748955
"4467","SE000000","HEIF","FGRA","Y",13168.5168680541
"4468","SE000000","HEIF","FMAI","Y",331.382109069455
"4469","SE000000","HEIF","FOFA","Y",6641.58006540658
"4470","SE000000","HEIF","FCOM","Y",322.425650290047
"4471","SE000000","HEIF","FSTR","Y",390.578519817413
"4472","SE000000","HEIF","FCER","Y",31.1797691627393
"4473","SE000000","HEIF","FPRO","Y",174.456369719648
"4474","SE000000","HEIF","FENE","Y",320.027143514029
"4475","SE000000","HEIF","FMIL","Y",2.91973996742005
"4476","SE000000","HEIF","FOTH","Y",196.047201289324
"2332","FI000000","DCOL","FGRA","Y",161.668533860343
"2333","FI000000","DCOL","FOFA","Y",13437.4247172971
"2334","FI000000","DCOL","FROO","Y",32.333706772069
"2335","FI000000","DCOL","FSTR","Y",601.918842051749
